Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
mouse_sample_52-kraken2_standard_0521,0,3.876767429,33187614,16665544,16123541,708043,2357128,13456898,2,2.578976136,1,2.427761242
mouse_sample_53-kraken2_GTDBr202RefSeqV205,1,1.249187543,33080526,16134655,15452450,565295,14497720,1882856,3,3.355586021,1,1.550670105
mouse_sample_53-kraken2_chocophlan,0,1.483322454,33080526,25502239,24929462,1189227,1610105,4778955,2,2.542504501,1,1.884893842
mouse_sample_53-kraken2_minikraken,9,7.837958683,33080526,3194050,2641497,440222,1047429,28398531,2,2.629114401,2,2.422099254
mouse_sample_53-kraken2_refseqV205,0,1.045071593,33080526,21497155,16719237,7550228,2307322,1725818,1,1.372590735,5,3.760097637
mouse_sample_53-kraken2_refseqV205_100GB,9,7.837958683,33080526,3194050,2641497,440222,1047429,28398531,2,2.629114401,2,2.422099254
mouse_sample_53-kraken2_refseqV205_500GB,0,1.254388942,33080526,20190129,14881392,8430952,2021847,2437595,1,1.404155664,5,3.817843289
mouse_sample_53-kraken2_refseqV208_nt,7,5.243363361,33080526,10366740,9662796,813282,7003524,14896980,3,3.878369372,6,5.172565982
mouse_sample_53-kraken2_standard_0521,9,5.494735211,33080526,10469297,10102712,518520,2954047,19138660,2,2.91901566,2,2.71058822
mouse_sample_54-kraken2_GTDBr202RefSeqV205,1,1.267427325,33081324,15392442,14627681,588349,15222636,1877897,3,3.207885116,1,1.520087914
mouse_sample_54-kraken2_chocophlan,0,1.251718432,33081324,25159363,24471500,1258248,2884943,3778770,2,2.446713208,1,1.497776906
mouse_sample_54-kraken2_minikraken,9,7.655544984,33081324,3433693,2867126,507615,1461664,27678111,2,2.416027895,1,2.000448804
mouse_sample_54-kraken2_refseqV205,0,0.792957833,33081324,21530419,16417774,7390359,3133572,1026972,1,1.348509051,1,2.241328107
mouse_sample_54-kraken2_refseqV205_100GB,9,7.655544984,33081324,3433693,2867126,507615,1461664,27678111,2,2.416027895,1,2.000448804
mouse_sample_54-kraken2_refseqV205_500GB,0,0.976442962,33081324,20317313,14575905,8262310,2959995,1541704,1,1.392289566,1,2.338903951
mouse_sample_54-kraken2_refseqV208_nt,7,4.913157647,33081324,10998981,10258950,832938,7401560,13847845,2,3.701778524,6,4.704387048
mouse_sample_54-kraken2_standard_0521,9,5.130593927,33081324,11140728,10776633,559539,3629574,17751480,2,2.722673487,2,2.325355813
mouse_sample_55-kraken2_GTDBr202RefSeqV205,1,1.725644577,32945804,6990496,6791621,547271,22987069,2420968,3,3.519684032,1,1.441585049
mouse_sample_55-kraken2_chocophlan,0,0.662721511,32945804,28691993,28341098,1399625,1037876,1816310,2,2.478267393,2,1.944796874
mouse_sample_55-kraken2_minikraken,9,8.414866913,32945804,1004455,919914,446286,1164507,30330069,2,2.800905697,2,2.5843958
mouse_sample_55-kraken2_refseqV205,0,0.701336534,32945804,19647659,16705400,11745386,955989,596769,1,1.2308624,2,3.429131507
mouse_sample_55-kraken2_refseqV205_100GB,9,8.414866913,32945804,1004455,919914,446286,1164507,30330069,2,2.800905697,2,2.5843958
mouse_sample_55-kraken2_refseqV205_500GB,0,0.885320783,32945804,17878372,14766546,13142431,932195,992804,1,1.257756651,5,3.97167009
mouse_sample_55-kraken2_refseqV208_nt,9,6.851801158,32945804,3650951,3469979,957819,8920748,19416286,4,3.936944245,6,5.293350289
mouse_sample_55-kraken2_standard_0521,9,7.20701571,32945804,3632975,3547570,551766,3818982,24942077,2,3.286538134,2,2.919311481
mouse_sample_56-kraken2_GTDBr202RefSeqV205,1,1.707278177,32945668,7200557,7023569,556249,22802651,2386211,3,3.474088043,1,1.440142333
mouse_sample_56-kraken2_chocophlan,0,0.652644166,32945668,28855683,28518418,1373930,921447,1794608,2,2.504016216,2,2.072808311
mouse_sample_56-kraken2_minikraken,9,8.413837473,32945668,1042354,966873,442580,1130286,30329943,2,2.815676262,2,2.635883307
mouse_sample_56-kraken2_refseqV205,0,0.677082219,32945668,19887854,17078506,11689175,816888,551749,1,1.230961039,2,3.614018078
mouse_sample_56-kraken2_refseqV205_100GB,9,8.413837473,32945668,1042354,966873,442580,1130286,30329943,2,2.815676262,2,2.635883307
mouse_sample_56-kraken2_refseqV205_500GB,0,0.859309151,32945668,18109205,15156229,13097098,805235,934127,1,1.257658147,6,4.261702484
mouse_sample_56-kraken2_refseqV208_nt,9,6.89958431,32945668,3450181,3253134,977397,8957105,19560985,4,3.898260379,6,5.297738611
mouse_sample_56-kraken2_standard_0521,9,7.258506824,32945668,3452568,3363151,564082,3808573,25120443,2,3.258699976,2,2.944456362
mouse_sample_57-kraken2_GTDBr202RefSeqV205,0,0.61748868,33266924,27267989,25140448,538801,4376940,1083194,2,3.144808566,1,2.078798658
mouse_sample_57-kraken2_chocophlan,0,2.588803041,33266924,20644029,19574509,848404,3206537,8567954,2,3.073639445,1,1.996621277
mouse_sample_57-kraken2_minikraken,9,5.244463119,33266924,12684086,11884848,323666,1206061,19053090,2,2.62067996,1,1.775144043
mouse_sample_57-kraken2_refseqV205,0,0.302056631,33266924,28564151,22005775,1957392,2530065,215314,1,2.211929956,1,1.494442633
mouse_sample_57-kraken2_refseqV205_100GB,9,5.244463119,33266924,12684086,11884848,323666,1206061,19053090,2,2.62067996,1,1.775144043
mouse_sample_57-kraken2_refseqV205_500GB,0,0.445212278,33266924,27963998,20677333,2252810,2534557,515555,1,2.437740422,1,1.846100127
mouse_sample_57-kraken2_refseqV208_nt,1,4.185213728,33266924,14428564,13300454,674675,6551534,11612151,4,4.131313595,6,4.874054534
mouse_sample_57-kraken2_standard_0521,1,4.285480377,33266924,14612805,13931732,521000,3252370,14880734,2,2.666493282,1,2.228764255
mouse_sample_58-kraken2_GTDBr202RefSeqV205,0,0.595741598,33266846,27238468,25224363,576403,4449247,1002728,2,3.138838625,1,2.019365524
mouse_sample_58-kraken2_chocophlan,0,2.498689446,33266846,20594920,19490497,916753,3578392,8176781,2,3.208592718,1,1.841889038
mouse_sample_58-kraken2_minikraken,9,5.308375612,33266846,12409808,11634125,355465,1224522,19277025,2,2.589999015,1,1.779307354
mouse_sample_58-kraken2_refseqV205,0,0.351331803,33266846,28044886,21684279,1771060,3167507,283391,1,2.494591939,1,1.489844221
mouse_sample_58-kraken2_refseqV205_100GB,9,5.308375612,33266846,12409808,11634125,355465,1224522,19277025,2,2.589999015,1,1.779307354
mouse_sample_58-kraken2_refseqV205_500GB,0,0.498948533,33266846,27451107,20408317,2054013,3152312,609409,2,2.71671747,1,1.75539255
mouse_sample_58-kraken2_refseqV208_nt,2,4.196511476,33266846,14497783,13419298,730389,6381630,11657044,3,4.058609864,6,4.97160459
mouse_sample_58-kraken2_standard_0521,1,4.283241429,33266846,14759459,14056176,570493,3054728,14882157,2,2.609039901,1,2.311826127
mouse_sample_59-kraken2_GTDBr202RefSeqV205,0,0.569543308,33262122,26726759,24537133,446751,5168402,920210,2,3.133729975,1,1.792107502
mouse_sample_59-kraken2_chocophlan,9,5.721484174,35275263,10711898,10248326,437719,2269789,21855857,2,3.082338212,1,1.663127277
mouse_sample_59-kraken2_minikraken,9,5.140026574,33262122,12902603,12247300,298641,1406413,18654446,2,2.618217191,1,1.632592276
mouse_sample_59-kraken2_refseqV205,0,0.313293812,33262122,27740260,21646891,1616827,3685473,219557,1,2.152793094,1,1.346927518
mouse_sample_59-kraken2_refseqV205_100GB,9,5.140026574,33262122,12902603,12247300,298641,1406413,18654446,2,2.618217191,1,1.632592276
mouse_sample_59-kraken2_refseqV205_500GB,0,0.454036426,33262122,27183720,20356468,1876832,3673012,528552,1,2.399183837,1,1.59060956
mouse_sample_59-kraken2_refseqV208_nt,1,4.066870929,33262122,14923827,13964634,653978,6427625,11256692,3,4.073270049,7,4.869403551
mouse_sample_59-kraken2_standard_0521,1,4.184026654,33262122,15012102,14462538,503616,3209668,14536735,2,2.611285186,1,2.18835593
mouse_sample_6-kraken2_GTDBr202RefSeqV205,0,1.210869504,33098456,16736724,15976754,534889,13985195,1841648,3,3.383761865,1,1.551150484
mouse_sample_6-kraken2_chocophlan,0,2.103364822,33098456,23268483,22611406,1164889,1747726,6917358,2,2.781962058,2,2.35805212
mouse_sample_6-kraken2_minikraken,9,7.753328433,33098456,3508061,3233091,428161,1075422,28086515,2,2.699641023,2,2.497634417
mouse_sample_6-kraken2_refseqV205,0,0.602860871,33098456,23632013,19964684,7042977,1776019,647446,1,1.35913833,1,2.564365021
mouse_sample_6-kraken2_refseqV205_100GB,9,7.753328433,33098456,3508061,3233091,428161,1075422,28086515,2,2.699641023,2,2.497634417
mouse_sample_6-kraken2_refseqV205_500GB,0,0.779040327,33098456,22375027,18394436,7920360,1722776,1080289,1,1.408099884,1,2.849898652
mouse_sample_6-kraken2_refseqV208_nt,9,6.548561872,33098456,5291505,4715532,907191,8415469,18484291,4,4.13331261,7,5.542051667
mouse_sample_6-kraken2_standard_0521,9,6.893163294,33098456,5098282,4727357,606538,3411348,23982284,2,3.088536909,2,3.060126085
mouse_sample_60-kraken2_GTDBr202RefSeqV205,0,0.528346413,33268760,27779721,25541876,480519,4119263,889257,2,3.160122701,1,1.955596911
mouse_sample_60-kraken2_chocophlan,0,2.444025176,33268760,21016315,20095394,802269,3396478,8053698,2,3.077336903,1,1.871807502
mouse_sample_60-kraken2_minikraken,9,5.803680506,33824807,11052738,10549598,273324,954608,21544111,2,2.539967218,1,1.798545581
mouse_sample_60-kraken2_refseqV205,0,0.326167311,33268760,28479948,22234378,1547379,2947753,293680,1,2.385692193,1,1.532181292
mouse_sample_60-kraken2_refseqV205_100GB,9,5.105656388,33268760,13244764,12641695,327312,1144437,18552210,2,2.539717456,1,1.797699655
mouse_sample_60-kraken2_refseqV205_500GB,0,0.469851386,33268760,27901819,20923525,1799732,2946562,620639,2,2.626181009,1,1.805198058
mouse_sample_60-kraken2_refseqV208_nt,1,4.04105933,33268760,15371849,14408789,653684,6015731,11227496,4,4.199061014,7,5.09476072
mouse_sample_60-kraken2_standard_0521,1,4.118953908,33268760,15665855,15071204,494345,2764254,14344296,2,2.676422337,1,2.391480305
mouse_sample_61-kraken2_GTDBr202RefSeqV205,0,0.501540537,33268924,28574121,27013625,540355,3306033,848415,2,2.817233115,1,2.276950351
mouse_sample_61-kraken2_chocophlan,0,2.9757073,33268924,19294204,18602466,957552,3068105,9949063,2,2.907105828,1,2.175058546
mouse_sample_61-kraken2_minikraken,9,6.331521974,33751087,9140103,8786069,282407,856274,23472225,2,2.640203678,1,1.98465678
mouse_sample_61-kraken2_refseqV205,0,0.532102601,33268924,28081965,23563868,1844302,2511271,831381,1,2.186760628,1,2.46367676
mouse_sample_61-kraken2_refseqV205_100GB,9,5.776528871,33268924,10883663,10462122,335982,1019194,21029991,2,2.64010572,1,1.983044445
mouse_sample_61-kraken2_refseqV205_500GB,0,0.700370622,33268924,27395189,22376676,2129096,2410150,1334485,1,2.349765816,1,2.608675394
mouse_sample_61-kraken2_refseqV208_nt,6,4.55509033,33268924,13291021,12149819,793357,6427883,12756663,3,3.786615609,6,5.247271769
mouse_sample_61-kraken2_standard_0521,5,4.600788532,33268924,14070230,13363433,603315,2481913,16113454,2,2.502753951,1,2.631897653
mouse_sample_62-kraken2_GTDBr202RefSeqV205,0,0.713147493,33200550,19758009,18919333,439182,12263798,739561,1,2.264282234,1,1.30680626
mouse_sample_62-kraken2_chocophlan,1,2.74251288,33200550,12121125,11605059,945282,12464988,7669155,2,3.021739544,1,1.538240149
mouse_sample_62-kraken2_minikraken,9,5.561887198,33200550,10008421,8497176,378206,2829028,19984826,2,2.647990778,1,1.340450854
mouse_sample_62-kraken2_refseqV205,0,0.506244324,33200550,20040815,18152496,2185797,10833167,140770,1,1.684411224,1,1.094681731
mouse_sample_62-kraken2_refseqV205_100GB,9,5.561887198,33200550,10008421,8497176,378206,2829028,19984826,2,2.647990778,1,1.340450854
mouse_sample_62-kraken2_refseqV205_500GB,0,0.642992902,33200550,19577278,17284595,2538241,10648824,436200,1,1.903353149,1,1.182354596
mouse_sample_62-kraken2_refseqV208_nt,7,5.012867377,33200550,8120044,6918840,1120909,10280073,13679524,2,3.313411704,4,3.852132665
mouse_sample_62-kraken2_standard_0521,2,4.514018985,33200550,11242130,10741701,793098,5807723,15357594,1,2.17990841,1,1.708180814
mouse_sample_63-kraken2_GTDBr202RefSeqV205,0,0.838699004,33194048,16632260,15990636,440083,15257057,864648,1,2.192200108,1,1.251436171
mouse_sample_63-kraken2_chocophlan,1,2.809804698,33194048,10660444,10211462,945382,13752888,7835334,2,2.78154016,1,1.463050379
mouse_sample_63-kraken2_minikraken,9,5.701859924,33194048,9394991,7934204,445489,2881892,20471652,2,2.475675045,1,1.360162699
mouse_sample_63-kraken2_refseqV205,0,0.5767562,33194048,17229843,15602699,3125337,12720347,118520,1,1.445046086,1,1.066160223
mouse_sample_63-kraken2_refseqV205_100GB,9,5.701859924,33194048,9394991,7934204,445489,2881892,20471652,2,2.475675045,1,1.360162699
mouse_sample_63-kraken2_refseqV205_500GB,0,0.70790414,33194048,16814929,14811046,3543608,12442169,393334,1,1.621087603,1,1.142375337
mouse_sample_63-kraken2_refseqV208_nt,7,4.995756257,33194048,7243744,6259220,1111014,11269116,13570174,2,3.202524001,1,3.561926064
mouse_sample_63-kraken2_standard_0521,5,4.684537873,33194048,9543281,9175962,819125,7002562,15829071,1,2.165861132,1,1.608403324
mouse_sample_7-kraken2_GTDBr202RefSeqV205,1,1.128329162,33149410,12687749,11919132,713862,18492738,1255061,1,2.130362731,1,1.329554985
mouse_sample_7-kraken2_chocophlan,1,1.156323808,33149410,13891393,12887257,1151045,16052897,2054075,1,2.329372874,1,1.069187948
mouse_sample_7-kraken2_minikraken,1,4.576019543,33149410,10420613,6970549,479838,6292196,15956623,2,2.304365223,1,1.108636635
mouse_sample_7-kraken2_refseqV205,1,0.703453365,33149410,14161146,11633587,3738317,15084293,165653,1,1.512972281,1,1.072122373
mouse_sample_7-kraken2_refseqV205_100GB,1,4.576019543,33149410,10420613,6970549,479838,6292196,15956623,2,2.304365223,1,1.108636635
mouse_sample_7-kraken2_refseqV205_500GB,1,0.842192636,33149410,13672196,10754563,4296758,14730327,450126,1,1.661988411,1,1.135471466
mouse_sample_7-kraken2_refseqV208_nt,1,3.747093025,33149410,9584178,7861037,1753579,11902492,9909161,1,1.916801011,1,2.660805149
mouse_sample_7-kraken2_standard_0521,1,3.893476867,33149410,9660196,8825912,1583857,9157539,12747818,1,1.490591007,1,1.307689326
mouse_sample_8-kraken2_GTDBr202RefSeqV205,0,0.322745284,33121460,29705288,28356016,814700,2289894,311578,2,2.432842764,1,2.578091388
mouse_sample_8-kraken2_chocophlan,0,0.925517353,33121460,27721911,27323965,1075204,1561024,2763321,3,2.920926633,1,1.693763196
mouse_sample_8-kraken2_minikraken,9,5.544952517,33121460,11790789,11654600,518165,738216,20073735,1,2.422199492,1,2.347841282
mouse_sample_8-kraken2_refseqV205,0,0.269302833,33121460,29800604,27265970,1583729,1520214,216911,2,2.743917046,1,1.724668369
mouse_sample_8-kraken2_refseqV205_100GB,9,5.544952517,33121460,11790789,11654600,518165,738216,20073735,1,2.422199492,1,2.347841282
mouse_sample_8-kraken2_refseqV205_500GB,0,0.416878604,33121460,29155536,26346797,1831057,1604093,530771,2,2.986869333,1,2.220278999
mouse_sample_8-kraken2_refseqV208_nt,0,3.598647705,33121460,17233524,16685099,905248,4795350,10187338,4,3.88847697,6,5.002009864
mouse_sample_8-kraken2_standard_0521,0,3.565711445,33121460,18370722,18138802,582826,1736541,12431370,2,2.624090209,2,2.70068026
mouse_sample_9-kraken2_GTDBr202RefSeqV205,0,0.390387777,33129216,29182963,26990006,610036,2830995,505222,2,2.913480516,1,2.334484872
mouse_sample_9-kraken2_chocophlan,0,0.882095157,33129216,27815293,27093264,916104,1849619,2548200,3,3.55738104,1,1.638386068
mouse_sample_9-kraken2_minikraken,6,4.560951578,33129216,15395788,15122814,330345,920156,16482658,2,2.726628222,1,2.014526885
mouse_sample_9-kraken2_refseqV205,0,0.313469778,33129216,29422211,24898335,1487838,1984242,234924,2,3.444251995,1,1.585589863
mouse_sample_9-kraken2_refseqV205_100GB,6,4.560951578,33129216,15395788,15122814,330345,920156,16482658,2,2.726628222,1,2.014526885
mouse_sample_9-kraken2_refseqV205_500GB,0,0.463318238,33129216,28792863,23833892,1735005,2059306,542040,2,3.675398054,1,1.988125126
mouse_sample_9-kraken2_refseqV208_nt,0,2.70709989,33129216,20923755,20163831,786764,3899928,7518769,5,4.494361715,6,4.738337221
mouse_sample_9-kraken2_standard_0521,0,2.541231099,33129216,22140606,21577560,425282,1797430,8765897,2,2.653977831,1,2.318434098
plant_sample_0-kraken2_GTDBr202RefSeqV205,1,2.177814994,33254108,13030427,6940645,6800393,9838720,3248427,2,1.994093283,3,2.703559508
plant_sample_0-kraken2_chocophlan,3,3.208350228,33254108,9262167,5560514,5825413,10917094,7170290,1,1.921132459,3,2.771298754
plant_sample_0-kraken2_minikraken,3,4.869849764,33254108,6915309,3309783,6929298,4412048,14982965,2,2.188793583,3,2.674184415
plant_sample_0-kraken2_refseqV205,0,1.597546054,33254108,18428313,6571692,7521322,4591823,2226438,2,2.11779392,2,2.783754731
plant_sample_0-kraken2_refseqV205_100GB,3,4.869849764,33254108,6915309,3309783,6929298,4412048,14982965,2,2.188793583,3,2.674184415
plant_sample_0-kraken2_refseqV205_500GB,1,2.030531326,33254108,16172041,5067063,9419934,3878436,3389349,2,2.265653984,3,3.127014085
plant_sample_0-kraken2_refseqV208_nt,2,2.956443547,33254108,9987033,6473988,5952166,11643304,5307195,2,2.093114003,3,2.9897773
plant_sample_0-kraken2_standard_0521,2,3.196516352,33254108,9905033,6588969,6051619,9550523,7674677,1,1.82252584,3,2.674792888
plant_sample_1-kraken2_GTDBr202RefSeqV205,0,1.557816808,33197042,20002371,4443694,3923752,6349582,2580690,2,2.111783823,2,2.698880178
plant_sample_1-kraken2_chocophlan,2,3.564503639,33197042,7480944,3084574,4585304,12528139,8520051,2,2.248800734,2,2.442154178
plant_sample_1-kraken2_minikraken,9,6.933523175,34734947,3840542,1195595,3540621,2015057,25330932,2,2.257256284,2,2.379549561
plant_sample_1-kraken2_refseqV205,0,1.330706694,33197042,20896745,4035147,5866956,4031437,1908359,2,2.009652706,2,2.670969682
plant_sample_1-kraken2_refseqV205_100GB,5,5.034922027,33197042,7042422,2192783,6494383,3695273,15950526,2,2.258003878,2,2.380203032
plant_sample_1-kraken2_refseqV205_500GB,0,1.717599839,33197042,18660924,3095944,7721586,3483446,2926616,2,2.091784253,2,3.125516514
plant_sample_1-kraken2_refseqV208_nt,1,3.008683876,33197042,9595958,4199896,3679986,13764334,5742582,2,2.54923035,2,2.549153268
plant_sample_1-kraken2_standard_0521,1,3.26201958,33197042,9281878,4154807,6822885,8612952,8405355,1,1.602781082,2,2.442817167
plant_sample_10-kraken2_GTDBr202RefSeqV205,1,1.882858388,33220936,15140219,3681556,5255604,9892740,2595596,2,2.245988853,2,2.461899635
plant_sample_10-kraken2_chocophlan,2,3.399344076,33220936,6754580,2169939,4901345,14307133,7181221,2,2.331938478,2,2.528728502
plant_sample_10-kraken2_minikraken,3,4.394971924,33220936,9843789,1910178,5394818,4519073,13448789,2,2.479646394,3,2.535594358
plant_sample_10-kraken2_refseqV205,0,1.401650453,33220936,19015057,3458625,6991485,4962161,1774423,2,2.079214216,2,2.369380598
plant_sample_10-kraken2_refseqV205_100GB,3,4.394971924,33220936,9843789,1910178,5394818,4519073,13448789,2,2.479646394,3,2.535594358
plant_sample_10-kraken2_refseqV205_500GB,0,1.780901297,33220936,16631459,2739638,9543933,4017682,2638842,2,2.188367207,2,2.744572617
plant_sample_10-kraken2_refseqV208_nt,1,2.641092623,33220936,12666062,3661944,4161324,11259354,4673135,2,2.403589819,3,2.800310657
plant_sample_10-kraken2_standard_0521,2,2.845171852,33220936,12353357,3743390,4538714,9450313,6805871,2,2.007861478,3,2.486604941
plant_sample_11-kraken2_GTDBr202RefSeqV205,0,1.674076772,33190396,16797090,3180505,5199815,8754838,2119838,2,2.247575923,2,2.504719676
plant_sample_11-kraken2_chocophlan,2,3.396168578,33190396,5874225,1594434,5189664,15252825,6800628,2,2.379186976,2,2.524769084
plant_sample_11-kraken2_minikraken,2,4.002311542,33190396,11257015,1733749,5769920,4160587,11989878,2,2.446603592,3,2.570726679
plant_sample_11-kraken2_refseqV205,0,1.235897065,33190396,20273551,2819490,6982194,4098479,1382526,2,2.091267444,2,2.41375642
plant_sample_11-kraken2_refseqV205_100GB,2,4.002311542,33190396,11257015,1733749,5769920,4160587,11989878,2,2.446603592,3,2.570726679
plant_sample_11-kraken2_refseqV205_500GB,0,1.577477804,33190396,17865400,2299199,9589643,3328959,2040550,2,2.208588995,2,2.859748949
plant_sample_11-kraken2_refseqV208_nt,1,2.362570817,33190396,13917578,3189272,4001833,10974170,3927673,2,2.441842026,3,2.731093285
plant_sample_11-kraken2_standard_0521,1,2.512328446,33190396,13727538,3343746,4839015,8832499,5723603,2,1.919344123,3,2.488009905
plant_sample_12-kraken2_GTDBr202RefSeqV205,1,1.601159849,33271926,16028309,11793432,6875390,7714479,2335555,1,1.566599567,2,2.413508028
plant_sample_12-kraken2_chocophlan,2,3.158772263,33271926,9289323,4583375,6733297,9538413,7635299,1,1.662484515,3,2.569232219
plant_sample_12-kraken2_minikraken,9,5.943144425,33966766,4732521,2547884,5855874,3018048,20349428,2,1.913566959,2,2.458834982
plant_sample_12-kraken2_refseqV205,0,1.321485687,33271926,18664916,10681206,7863924,4578042,1706229,1,1.807108004,1,2.243757921
plant_sample_12-kraken2_refseqV205_100GB,4,5.081232388,33271926,5944462,3200477,7352133,3789032,16172593,2,1.913506325,2,2.459030169
plant_sample_12-kraken2_refseqV205_500GB,0,1.625315409,33271926,17166592,9501329,9492013,3781413,2464199,2,1.981301859,2,2.587302418
plant_sample_12-kraken2_refseqV208_nt,1,2.273617584,33271926,13987236,11091702,6470204,8214808,4233356,1,1.732810743,3,2.804556722
plant_sample_12-kraken2_standard_0521,1,2.446747116,33271926,13959108,11454950,6247425,6971708,6024652,1,1.521166721,3,2.447240906
plant_sample_13-kraken2_GTDBr202RefSeqV205,1,2.007135705,33248710,13768242,4662939,5726272,10764603,2645558,2,2.269893047,2,2.492457084
plant_sample_13-kraken2_chocophlan,2,3.320147819,33248710,7857364,2494453,4582162,13736656,6996280,2,2.353084199,3,2.61749781
plant_sample_13-kraken2_minikraken,3,4.709271427,33248710,8234674,2557507,5552114,5132760,14314647,3,2.55593365,3,2.615338921
plant_sample_13-kraken2_refseqV205,0,1.368163126,33248710,19467036,4068362,7034841,4546521,1710837,2,2.102673678,2,2.396310498
plant_sample_13-kraken2_refseqV205_100GB,3,4.709271427,33248710,8234674,2557507,5552114,5132760,14314647,3,2.55593365,3,2.615338921
plant_sample_13-kraken2_refseqV205_500GB,0,1.733988446,33248710,17089093,3282794,9553585,3689094,2512294,2,2.218057829,2,2.767626143
plant_sample_13-kraken2_refseqV208_nt,2,2.857441868,33248710,11172973,4617327,4376664,12266892,4886327,2,2.457089235,3,2.8827818
plant_sample_13-kraken2_standard_0521,2,3.023915424,33248710,11054435,4909698,4593405,10509034,7018000,2,2.087227884,3,2.581329549
plant_sample_14-kraken2_GTDBr202RefSeqV205,1,2.169458268,33292604,8848920,5545944,6739050,13811321,3581641,1,1.597157463,1,1.913196717
plant_sample_14-kraken2_chocophlan,1,2.990512578,33292604,9964757,1649309,4316826,11450348,7485917,1,1.837111572,2,2.059797921
plant_sample_14-kraken2_minikraken,9,5.114385766,33292604,7945285,6097885,4470190,4044903,16818973,2,2.152706708,2,2.264127965
plant_sample_14-kraken2_refseqV205,1,1.808855354,33292604,12042338,4024858,6383088,11675227,2740479,1,1.758947237,1,1.73584899
plant_sample_14-kraken2_refseqV205_100GB,9,5.114385766,33292604,7945285,6097885,4470190,4044903,16818973,2,2.152706708,2,2.264127965
plant_sample_14-kraken2_refseqV205_500GB,1,2.293666275,33292604,10276401,3057327,9052034,9448166,4154935,1,1.836826729,1,2.020612043
plant_sample_14-kraken2_refseqV208_nt,1,2.823674171,33292604,10562295,8270006,3975667,12605461,5801485,1,2.100514706,1,2.404822005
plant_sample_14-kraken2_standard_0521,1,3.036853771,33292604,10303743,8344405,3860493,10959734,8100605,1,1.797749148,1,1.883883861
plant_sample_15-kraken2_GTDBr202RefSeqV205,1,1.926654174,33276004,15045720,6465060,4676319,10348326,2843351,2,2.100379593,2,2.458229089
plant_sample_15-kraken2_chocophlan,2,3.331258345,33276004,9444879,4617835,4215848,11485935,8044737,2,2.184198292,2,2.479435936
plant_sample_15-kraken2_minikraken,8,5.188763771,33276004,7153475,2841269,5076238,4416574,16614064,2,2.392442986,2,2.456487993
plant_sample_15-kraken2_refseqV205,0,1.455116155,33276004,19311605,6788237,6158976,5130964,2158178,2,1.97093689,2,2.379936207
plant_sample_15-kraken2_refseqV205_100GB,8,5.188763771,33276004,7153475,2841269,5076238,4416574,16614064,2,2.392442986,2,2.456487993
plant_sample_15-kraken2_refseqV205_500GB,0,1.843406528,33276004,17186894,5549887,8291190,4188240,3185918,2,2.087676799,2,2.756470021
plant_sample_15-kraken2_refseqV208_nt,2,2.912322736,33276004,12061552,6805939,4190815,10726324,5708119,2,2.27984843,2,2.860273753
plant_sample_15-kraken2_standard_0521,2,3.194388966,33276004,11350451,6479388,4711896,8794360,8337936,1,1.8671261,2,2.470347245
plant_sample_16-kraken2_GTDBr202RefSeqV205,1,1.913352977,33275096,16166346,10227895,4531977,9425172,2818441,3,2.341347496,2,2.619757178
plant_sample_16-kraken2_chocophlan,2,2.876422445,33275096,12566936,8853087,3480755,10745474,6403936,2,2.418078549,3,2.695005823
plant_sample_16-kraken2_minikraken,3,4.454520071,33275096,10928220,7123953,4216676,4186687,13928779,3,2.662776082,3,2.7479728
plant_sample_16-kraken2_refseqV205,0,1.33696029,33275096,21205495,7096388,5648132,4054669,1892093,2,2.183120012,2,2.67734111
plant_sample_16-kraken2_refseqV205_100GB,3,4.454520071,33275096,10928220,7123953,4216676,4186687,13928779,3,2.662776082,3,2.7479728
plant_sample_16-kraken2_refseqV205_500GB,0,1.682189166,33275096,19232030,5638173,7540589,3357798,2760465,2,2.311712785,2,3.049980672
plant_sample_16-kraken2_refseqV208_nt,1,2.697831586,33275096,14193283,9982478,3621984,10076300,4957907,3,2.580955355,3,3.172857597
plant_sample_16-kraken2_standard_0521,2,2.939524171,33275096,13718125,9910148,3502109,8789219,7192807,2,2.295941103,3,2.774026452
plant_sample_17-kraken2_GTDBr202RefSeqV205,1,2.009570129,33258798,13737638,4337273,5673881,10723478,2774228,2,2.167035403,2,2.464328924
plant_sample_17-kraken2_chocophlan,2,3.210902841,33258798,8561501,2891811,4608785,13091762,6918672,2,2.23429559,2,2.560589705
plant_sample_17-kraken2_minikraken,3,4.691124526,33258798,8700581,2484552,5392969,4662660,14488184,2,2.486039879,3,2.593098146
plant_sample_17-kraken2_refseqV205,0,1.415034692,33258798,18804798,4287887,7374858,4766031,1819937,2,2.028492616,2,2.367695258
plant_sample_17-kraken2_refseqV205_100GB,3,4.691124526,33258798,8700581,2484552,5392969,4662660,14488184,2,2.486039879,3,2.593098146
plant_sample_17-kraken2_refseqV205_500GB,1,1.780299637,33258798,16507752,3401371,9844777,3840625,2659546,2,2.14075169,2,2.74554454
