@SampleID: 28
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
1907659	species	2|1239|186801|186802|186803|572511|1907659	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. Marseille-P3201T	0.6653
185293	species	2|976|200643|171549|171552|838|185293	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella oryzae	0.0
1852366	species	2|1239|526524|526525|128827|61170|1852366	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemania|Holdemania sp. Marseille-P2844	0.0
1852370	species	2|976|200643|171549|171552|1926672|1852370	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia|Prevotellamassilia timonensis	0.0
1673721	species	2|1239|186801|186802|1392389|1673721	Bacteria|Firmicutes|Clostridia|Clostridiales|Intestinimonas|Intestinimonas massiliensis	0.0
1520804	species	2|1239|186801|186802|186803|46205|1520804	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. AR14	0.0
43995	species	2|1239|186801|186802|186803|43994|43995	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Johnsonella|Johnsonella ignava	0.0008
1852381	species	2|1224|28216|80840|995019|1980697|1852381	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Duodenibacillus|Duodenibacillus massiliensis	0.0
1852383	species	2|1239|186801|186802|541000|1852383	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium Marseille-P2935	0.0
474960	species	2|1239|186801|186802|541000|596767|474960	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Hydrogenoanaerobacterium|Hydrogenoanaerobacterium saccharovorans	0.2033
1852386	species	2|201174|84998|84999|1643824|133925|1852386	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Olsenella sp. Marseille-P2912	0.0
89059	species	2|1239|91061|186826|33958|1578|89059	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus acidipiscis	0.1294
80869	species	2|1224|28216|80840|80864|12916|80869	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax citrulli	0.0
1520807	species	2|1239|186801|186802|186803|830|1520807	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. INlla16	0.0
197614	species	2|1239|91061|186826|1300|1301|197614	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pasteurianus	0.0
35825	species	2|1239|186801|186802|541000|1486726|35825	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Pseudobacteroides|Pseudobacteroides cellulosolvens	0.5544
35830	species	2|1239|186801|186802|541000|35829|35830	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio|Acetivibrio cellulolyticus	0.0
259063	species	2|1239|186801|186802|186803|1843210|259063	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Anaerocolumna jejuensis	0.0269
41976	species	2|976|200643|171549|171551|836|41976	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas catoniae	0.0
35833	species	2|1224|28221|213115|194924|35832|35833	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila|Bilophila wadsworthia	0.0
853	species	2|1239|186801|186802|541000|216851|853	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium|Faecalibacterium prausnitzii	0.3278
246787	species	2|976|200643|171549|815|816|246787	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides cellulosilyticus	0.0
637971	species	2|1239|91061|186826|33958|1578|637971	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus koreensis	0.0
310297	species	2|976|200643|171549|815|816|310297	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides plebeius	0.0007
140314	species	2|1239|91061|186826|186828|82802|140314	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Trichococcus|Trichococcus palustris	0.0
310300	species	2|976|200643|171549|815|816|310300	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides pyogenes	0.0
1589	species	2|1239|91061|186826|33958|1578|1589	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus pentosus	0.0
1037355	species	2|976|200643|171549|2005525|375288|1037355	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides chartae	0.0
1473580	species	2|1239|186801|186802|1185407|1185408|1473580	Bacteria|Firmicutes|Clostridia|Clostridiales|Defluviitaleaceae|Defluviitalea|Defluviitalea phaphyphila	0.0
46125	species	2|1239|91061|186826|186827|46123|46125	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia|Abiotrophia defectiva	0.0185
29360	species	2|1239|186801|186802|186803|698776|29360	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum|Cellulosilyticum lentocellum	0.0
1944636	species	2|976|200643|171549|2005525|375288|1944636	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. Marseille-P3668	0.0
1944639	species	2|1239|186801|186802|541000|1924093|1944639	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaeromassilibacillus|Anaeromassilibacillus sp. Marseille-P3371	0.0
89153	species	2|1239|186801|186802|186803|1506553|89153	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] hylemonae	0.0181
1549	species	2|1239|186801|186802|541000|1508657|1549	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] sporosphaeroides	0.0
633701	species	2|976|200643|171549|171552|838|633701	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella saccharolytica	0.0
287844	species	2|1239|91061|186826|33958|1578|287844	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus concavus	0.0
328812	species	2|976|200643|171549|2005525|375288|328812	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides goldsteinii	0.0
328813	species	2|976|200643|171549|171550|239759|328813	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes onderdonkii	0.0
328814	species	2|976|200643|171549|171550|239759|328814	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes shahii	0.0
148604	species	2|1239|91061|186826|33958|1578|148604	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus ingluviei	0.0
46206	species	2|1239|186801|186802|186803|46205|46206	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio ruminis	0.037
1870987	species	2|201174|84998|84999|84107|102106|1870987	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella vaginalis	0.0
46228	species	2|1239|186801|186802|541000|1263|46228	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus lactaris	0.0
1520801	species	2|1239|186801|186802|186803|46205|1520801	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. ACV-2	0.037
1520802	species	2|1239|186801|186802|186803|46205|1520802	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. YE44	0.0127
1805476	species	2|1239|186801|186802|186803|572511|1805476	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. Marseille-P2398	0.0
1871013	species	2|976|200643|171549|2005525|375288|1871013	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides timonensis	0.0185
1871015	species	2|1239|186801|186802|1017280|1871015	Bacteria|Firmicutes|Clostridia|Clostridiales|Pseudoflavonifractor|Pseudoflavonifractor sp. Marseille-P3106	0.037
1520808	species	2|1239|186801|186802|186803|830|1520808	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. INlla14	0.0
1520809	species	2|1239|186801|186802|186803|830|1520809	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. TB	0.0
1871018	species	2|1239|186801|186802|541000|1935176|1871018	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Angelakisella|Angelakisella massiliensis	0.5914
1520811	species	2|1239|186801|186802|186803|830|1520811	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. INlla21	0.0
1520812	species	2|1239|186801|186802|186803|830|1520812	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. YAB3001	0.0037
1871021	species	2|1239|186801|186802|186803|1506553|1871021	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium phocaeense	0.0
1520815	species	2|1239|186801|186802|541000|1520815	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium D5	0.0333
408753	species	2|1239|186801|186802|31979|516086|408753	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridiisalibacter|Clostridiisalibacter paucivorans	0.0
1520819	species	2|1239|186801|186802|541000|1520819	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium YRB3002	0.0
1520820	species	2|1239|186801|186802|186803|1520820	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium XBD2001	0.0
1520821	species	2|1239|186801|186802|186803|1520821	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium A10	0.0
1520822	species	2|1239|186801|186802|186803|1520822	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium C10	0.0
1520823	species	2|1239|186801|186802|186803|1520823	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium NE2001	0.0
1520825	species	2|1239|186801|186802|186803|1520825	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium XPB1003	0.0185
1520826	species	2|1239|186801|186802|186803|1520826	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium XBB2008	0.0
1520827	species	2|1239|186801|186802|186803|1520827	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium XBB1006	0.0
1520830	species	2|976|200643|171549|171552|1520830	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae bacterium HUN156	0.0
1739298	species	2|976|200643|171549|815|816|1739298	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. HMSC067B03	0.0381
1297617	species	2|1239|186801|186802|1392389|1297617	Bacteria|Firmicutes|Clostridia|Clostridiales|Intestinimonas|Intestinimonas butyriciproducens	0.1109
1834196	species	2|1239|186801|186802|186803|1506553|1834196	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium sp. YL32	0.0
1834198	species	2|1239|186801|186802|541000|1508657|1834198	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium sp. KB18	0.0461
1834200	species	2|976|200643|171549|2005525|375288|1834200	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. YL27	0.0
109790	species	2|1239|91061|186826|33958|1578|109790	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus jensenii	0.3142
658655	species	2|1239|186801|186802|186803|658655	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 1_4_56FAA	0.0
658656	species	2|1239|186801|186802|186803|658656	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 6_1_37FAA	0.0058
658657	species	2|1239|526524|526525|128827|658657	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelotrichaceae bacterium 21_3	0.0764
556258	species	2|976|200643|171549|815|816|556258	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. D1	0.0
341220	species	2|1239|186801|186802|31979|420345|341220	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Lactonifactor|Lactonifactor longoviformis	0.0
658661	species	2|976|200643|171549|2005525|375288|658661	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. D25	0.0
658662	species	2|976|200643|171549|2005525|375288|658662	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. D26	0.0
658665	species	2|1239|186801|186802|186803|189330|658665	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea|Dorea sp. D27	0.0
1261	species	2|1239|186801|186802|186804|1257|1261	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus|Peptostreptococcus anaerobius	0.0004
556270	species	2|1239|526524|526525|128827|100883|556270	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Coprobacillus|Coprobacillus sp. D7	0.0739
1264	species	2|1239|186801|186802|541000|1263|1264	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus	4.5648
1265	species	2|1239|186801|186802|541000|1263|1265	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens	0.0696
164393	species	2|1239|91061|186826|33958|1578|164393	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus fuchuensis	0.0
1658108	species	2|1239|186801|186802|186803|1973274|1658108	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Niameybacter|Niameybacter massiliensis	0.0
1658112	species	2|1239|186801|186802|186806|1730|1658112	Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium sp. SB2	0.0
1520805	species	2|1239|186801|186802|186803|572511|1520805	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. SF-50	0.0
437507	species	2|1224|28211|204455|69657|437506|437507	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Robiginitomaculum|Robiginitomaculum antarcticum	0.0
290052	species	2|1239|186801|186802|541000|35829|290052	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio|Acetivibrio ethanolgignens	0.0
1484053	species	2|976|200643|1970189|1471398|1573806|1484053	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Mariniphaga|Mariniphaga anaerophila	0.0
189723	species	2|976|200643|171549|171552|838|189723	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella micans	0.0
351091	species	2|1239|186801|186802|216572|459786|351091	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter valericigenes	0.0185
83231	species	2|976|200643|171549|171552|838|83231	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella brevis	0.1848
1313	species	2|1239|91061|186826|1300|1301|1313	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0185
1619234	species	2|1239|186801|186802|186803|1855714|1619234	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobium|Anaerobium acetethylicum	0.0
77095	species	2|976|200643|171549|171552|838|77095	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella bryantii	0.0
1322	species	2|1239|186801|186802|186803|572511|1322	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia hansenii	0.0248
1408305	species	2|1239|186801|186802|186803|830|1408305	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. LB2008	1.2981
1408306	species	2|1239|186801|186802|186803|830|1408306	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. MC2021	0.0
1410611	species	2|1239|186801|186802|186803|830|1410611	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. WCE2006	0.0
1408309	species	2|976|200643|171549|171552|838|1408309	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. FD3004	0.0
1408311	species	2|1239|186801|186802|186803|265975|1408311	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium sp. FC2011	0.0455
1408312	species	2|1239|186801|186802|186803|46205|1408312	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. LB2011	0.0185
165179	species	2|976|200643|171549|171552|838|165179	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella copri	0.0
1408319	species	2|1239|186801|186802|186803|1408319	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium AB2028	0.0
1408320	species	2|1239|186801|186802|186803|1408320	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium AC2014	0.0
1408321	species	2|1239|186801|186802|186803|1408321	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium AC2028	0.0
1408322	species	2|1239|186801|186802|186803|1408322	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium AC3007	0.0
1408323	species	2|1239|186801|186802|186803|1408323	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium MA2020	0.0
1408324	species	2|1239|186801|186802|186803|1408324	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium MC2017	0.7208
1351	species	2|1239|91061|186826|81852|1350|1351	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis	0.0
1352	species	2|1239|91061|186826|81852|1350|1352	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecium	0.0
1358	species	2|1239|91061|186826|1300|1357|1358	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis	0.0
52560	species	2|1224|28221|213115|213116|898|52560	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium|Desulfomicrobium apsheronum	0.0
140626	species	2|1239|186801|186802|186803|140625|140626	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnobacterium|Lachnobacterium bovis	0.099
1470350	species	2|1239|526524|526525|128827|1470349|1470350	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Candidatus Stoquefichus|Candidatus Stoquefichus massiliensis	0.0126
1297750	species	2|976|200643|171549|815|816|1297750	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides luti	0.0
1254	species	2|1239|91061|186826|33958|1253|1254	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus acidilactici	0.0185
386414	species	2|976|200643|171549|171552|838|386414	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella timonensis	0.0551
1597	species	2|1239|91061|186826|33958|1578|1597	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus paracasei	0.0
105841	species	2|1239|186801|186802|186803|207244|105841	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes caccae	0.0
95605	species	2|1224|28211|204441|41295|191|95605	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Azospirillum|Azospirillum sp. B4	0.0185
341225	species	2|1239|526524|526525|128827|1505663|341225	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium|[Clostridium] saccharogumia	0.0
1574265	species	2|74201|203494|48461|1647988|239934|1574265	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia sp. KLE1798	0.0185
116090	species	2|1239|186801|186802|31979|171003|116090	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Caloranaerobacter|Caloranaerobacter azorensis	0.0
1599	species	2|1239|91061|186826|33958|1578|1599	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sakei	0.037
28038	species	2|1239|91061|186826|33958|1578|28038	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus curvatus	0.0
1601	species	2|1239|91061|186826|33958|1578|1601	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus agilis	0.0
28051	species	2|1239|186801|186802|186803|28050|28051	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Lachnospira multipara	0.037
28052	species	2|1239|186801|186802|186803|28050|28052	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Lachnospira pectinoschiza	0.0
439703	species	2|976|200643|171549|171552|838|439703	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella maculosa	12.8066
1410628	species	2|1239|186801|186802|186803|1410628	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium ND2006	0.0924
1465754	species	2|976|200643|171549|171550|239759|1465754	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes timonensis	0.0
652706	species	2|1239|186801|186802|186803|265975|652706	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium sp. oral taxon 078	0.0
1703332	species	2|1239|186801|186802|186803|1703332	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium TF01-11	0.0
1606	species	2|1239|91061|186826|33958|1578|1606	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus aviarius	0.0
46503	species	2|976|200643|171549|2005525|375288|46503	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides merdae	0.0
46506	species	2|976|200643|171549|815|816|46506	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides stercoris	0.0
652716	species	2|976|200643|171549|171552|838|652716	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. oral taxon 299	0.0
1410632	species	2|1239|186801|186802|186803|1410632	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium V9D3004	0.0
626933	species	2|976|200643|171549|1853231|283168|626933	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter|Odoribacter laneus	0.0185
552398	species	2|1239|186801|186802|541000|552398	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium D16	0.0
28111	species	2|976|200643|171549|815|816|28111	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides eggerthii	0.0924
28112	species	2|976|200643|171549|2005525|195950|28112	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella forsythia	0.1478
574930	species	2|976|200643|171549|2005525|375288|574930	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides gordonii	0.0
28115	species	2|976|200643|171549|171551|836|28115	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas macacae	0.0
28116	species	2|976|200643|171549|815|816|28116	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus	2.3522
28117	species	2|976|200643|171549|171550|239759|28117	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes putredinis	0.0
28118	species	2|976|200643|171549|1853231|283168|28118	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter|Odoribacter splanchnicus	0.0
1496	species	2|1239|186801|186802|186804|1870884|1496	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0
169435	species	2|1239|186801|186802|541000|244127|169435	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus|Anaerotruncus colihominis	0.085
28125	species	2|976|200643|171549|171552|838|28125	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella bivia	0.0
28126	species	2|976|200643|171549|171552|838|28126	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella buccae	4.2487
28128	species	2|976|200643|171549|171552|838|28128	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella corporis	0.0
28129	species	2|976|200643|171549|171552|838|28129	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella denticola	0.0
28130	species	2|976|200643|171549|171552|838|28130	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella disiens	0.0739
